filename	word	vowel	freq_f1	amp_f1	width_f1	freq_f2	amp_f2	width_f2	freq_f3	amp_f3	width_f3	freq_h1	amp_h1	freq_h2	amp_h2	amp_h3	amp_p0	freq_p0	p0_id	p0prominence	a1p0_h1	a1p0_h2	a1p0_h3	a1p0	a1p0_compensated	freq_p1	amp_p1	a1p1	a1p1_compensated	a3p0	vwl_amp_rms	vwl_duration	timepoint	point_time	point_vwlpct	attempted_fix	status	errorflag	initial_bi
T0055G0002S0429	lai5	l	594	49.05	57	1299	30.14	422	2530	26.74	116	94	33.4	188	39.56	37.18	39.56	188	H2	4.27	15.65	9.49	11.87484	9.49	11.62018	906	28.2	20.85	23.35533	-12.81962	0.048303824	70	1	3.87	0	None	Auto	None	l
T0055G0002S0429	lai5	ai5	781	35.21	135	1239	32.01	133	2408	15.21	129	94	27.17	250	25.39	27.74	27.17	94	H1	1.78	8.04	9.82	7.46598	8.04	10.06112	875	29.51	5.7	10.21807	-11.95783	0.046623458	120	1	3.94	0	None	Auto	HarmDev	l
T0055G0002S0434	n?2n	n	406	51.8	249	1261	41.05	545	2619	27.33	595	125	26.55	281	53.04	51.8	53.04	281	H2	13.86	25.25	-1.24	0.00301	-1.24	1.0761	969	39.62	12.18	14.5265	-25.71375	0.06361663	50	1	0.66	0	None	Auto	None	n
T0055G0002S0434	n?2n	?2	406	41.55	419	1570	28.91	500	2478	20.49	661	125	40.58	281	46.94	41.55	46.94	281	H2	5.87	0.97	-5.39	-0.0037	-5.39	-3.15702	938	23.59	17.96	19.81422	-26.45034	0.064604898	90	1	0.71	0	None	Auto	None	n
T0055G0002S0434	n??2?	n?_0	250	46.39	173	1225	17.14	914	2629	18.37	187	125	38.45	250	46.39	40.99	46.39	250	H2	6.68	7.94	0	5.39739	0	2.50781	1031	24.81	21.58	23.25797	-28.02377	0.059416001	120	1	1.08	0	None	Auto	A1isP0	n
T0055G0002S0434	n??2?	?2	344	45.99	145	2063	20.71	347	3053	16.15	340	125	34.92	219	42.48	45.99	42.48	219	H2	2.02	11.07	3.51	0.00452	3.51	5.80513	1000	25.12	20.87	22.41672	-26.32941	0.055631413	60	1	1.2	0	None	Auto	None	n
T0055G0002S0435	n?ii3	n?	500	38.8	131	1553	27.07	223	2542	9.52	670	94	32.56	188	38.75	36.41	38.75	188	H2	4.26	6.24	0.05	2.38884	0.05	2.22325	875	21.13	17.67	19.58829	-29.23456	0.065260298	110	1	0.97	0	None	Auto	None	n
T0055G0002S0435	n?ii3	ii3	313	43.49	110	1999	15.5	1005	2943	15.15	489	94	32.63	219	39.89	43.49	39.89	219	H2	1.83	10.86	3.6	0.0008	3.6	5.97214	1031	19.18	24.31	25.76934	-24.73914	0.053532335	50	1	1.08	0	None	Auto	None	n
T0055G0002S0436	naa3	n	656	43.69	133	1648	36.1	108	2585	25.41	157	94	33.17	219	39.6	35.32	39.6	219	H2	5.36	10.52	4.09	8.37099	4.09	6.22095	875	34.35	9.34	12.15266	-14.19372	0.034792079	50	1	1.69	0	None	Auto	None	n
T0055G0002S0436	naa3	aa3	500	37.06	381	1514	28.95	183	2597	14.68	509	94	34.13	188	37.21	35.38	37.21	188	H2	2.46	2.93	-0.15	1.68173	-0.15	1.94896	1000	27.78	9.28	11.50833	-22.53217	0.033022268	150	1	1.74	0	None	Auto	None	n
T0055G0002S0436	l?ii3	l?	375	34.79	430	1486	27.86	175	2310	18.39	336	94	30.98	188	37.77	30.49	37.77	188	H2	7.04	3.81	-2.98	4.29889	-2.98	-0.87804	938	19.08	15.71	17.75367	-19.37868	0.026517195	50	1	1.89	0	None	Auto	None	l
T0055G0002S0436	l?ii3	ii3	438	36.1	122	1983	19.83	524	2613	26.4	140	94	28.03	188	36.81	32.47	36.81	188	H2	6.56	8.07	-0.71	3.63155	-0.71	1.49236	969	15.9	20.2	21.7705	-10.41302	0.023990703	220	1	1.94	0	None	Auto	None	l
T0055G0002S0437	n?ii3	n?	406	42.39	194	1728	27.86	227	2685	17.42	611	94	34.39	219	39.79	40.15	39.79	219	H2	2.52	8	2.6	2.24205	2.6	4.86905	1031	17.25	25.14	26.91822	-22.3704	0.056267214	40	1	1.16	0	None	Auto	None	n
T0055G0002S0437	n?ii3	ii3	406	42.2	63	1896	16.03	389	2828	9.12	429	94	33.01	219	38.78	41.56	38.78	219	H2	1.5	9.19	3.42	0.63553	3.42	5.85973	1031	13.4	28.8	30.37017	-29.65762	0.055448221	70	1	1.2	0	None	Auto	None	n
T0055G0002S0437	naa2	n	406	37.36	208	1455	22.55	242	2637	14.33	327	94	32.6	188	36.36	32.82	36.36	188	H2	3.65	4.76	1	4.54119	1	3.17377	875	18.9	18.46	20.41339	-22.02555	0.050013804	60	1	1.4	0	None	Auto	None	n
T0055G0002S0437	naa2	aa2	313	38.98	168	1507	14.77	571	2519	14.23	317	94	30.6	219	35.75	38.98	35.75	219	H2	0.97	8.38	3.23	0.00459	3.23	5.54311	938	12.7	26.28	28.05165	-21.51527	0.04828083	120	1	1.46	0	None	Auto	None	n
T0055G0002S0438	n?2?	n_0	344	43.44	160	2395	22.07	364	2748	21	276	125	33.44	219	41.04	43.44	41.04	219	H2	2.6	10	2.4	-0.00079	2.4	4.71816	1000	20.23	23.21	24.63736	-20.04134	0.045825843	40	1	2.61	0	None	Auto	None	n
T0055G0002S0438	n?2?	?2	313	43.34	143	2352	21.53	319	2763	23	211	94	32.73	219	41.1	43.34	41.1	219	H2	3.07	10.61	2.24	0.00391	2.24	4.64642	969	15.65	27.69	29.08133	-18.09812	0.046845944	70	1	2.65	0	None	Auto	None	n
T0055G0002S0438	n?yy3	n?	344	46.15	81	1322	10.37	975	2740	17.75	210	125	35.89	250	42.15	46.15	42.15	250	H2	1.13	10.26	4	-0.00436	4	6.6817	938	18.5	27.65	29.24087	-24.39526	0.04503945	100	1	3.08	0	None	Auto	None	n
T0055G0002S0438	n?yy3	yy3	313	45.82	79	1413	8.77	2603	2454	17.72	215	94	29.85	219	39.13	45.82	39.13	219	H2	1.3	15.97	6.69	-0.00265	6.69	9.12813	1000	13.67	32.15	33.31578	-21.41458	0.042868129	50	1	3.18	0	None	Auto	None	n
T0055G0002S0440	l?au3	l?	313	39.64	95	1359	27.68	74	2498	15.22	141	94	33.01	219	37.86	39.64	37.86	219	H2	1.54	6.63	1.78	-0.00206	1.78	4.2124	1031	15.18	24.46	26.97961	-22.64244	0.075601202	60	1	0.83	0	None	Auto	None	l
T0055G0002S0440	l?au3	au3	531	49.98	84	1496	28.45	399	2335	29.22	197	94	33.94	219	41.25	41.19	41.25	219	H2	3.68	16.04	8.73	8.78784	8.73	10.93673	938	29.77	20.21	22.30075	-12.02939	0.077236329	140	1	0.89	0	None	Auto	None	l
T0055G0002S0440	l??u2	l?	344	49.57	58	1979	12.85	1079	2642	26.45	119	125	33.79	219	44.17	49.57	44.17	219	H2	2.48	15.78	5.4	-0.00378	5.4	8.00411	1031	15.98	33.59	34.98559	-17.72476	0.058828373	60	1	2.58	0	None	Auto	None	l
T0055G0002S0440	l??u2	?u2	438	48.12	53	1608	21.6	346	2630	20.65	178	94	31.56	219	42.46	44.63	42.46	219	H2	4.36	16.56	5.66	3.4856	5.66	8.05064	969	21.52	26.6	28.35807	-21.81397	0.057729475	130	1	2.64	0	None	Auto	None	l
T0055G0002S0440	lai2	l	719	40.23	170	1544	31.23	268	2790	16.72	753	94	28.62	219	33.64	33.54	33.64	219	H2	2.56	11.61	6.59	6.69196	6.59	8.71372	906	27.29	12.94	15.8079	-16.92398	0.058812137	60	1	2.95	0	None	Auto	None	l
T0055G0002S0440	lai2	ai2	594	44.29	92	1505	37.04	69	2402	12.49	748	94	30.92	188	35.59	33.48	35.59	188	H2	3.39	13.37	8.7	10.81375	8.7	10.82096	1000	23.92	20.37	22.73073	-23.0996	0.057517121	100	1	3.01	0	None	Auto	None	l
T0055G0002S0442	n?yy3	n?	469	47.45	51	1334	27.28	179	2548	12.07	430	125	38.49	250	42.94	42.36	42.94	250	H2	2.51	8.96	4.51	5.0941	4.51	6.92914	969	24.73	22.72	25.09599	-30.87251	0.070335456	90	1	1.1	0	None	Auto	None	n
T0055G0002S0442	n?yy3	yy3	344	45.95	85	1199	14.44	1531	2457	15.23	286	125	34.14	219	43.56	45.95	43.56	219	H2	3.51	11.81	2.39	0.0035	2.39	4.7462	1000	21.82	24.13	25.44934	-28.33489	0.071054997	90	1	1.19	0	None	Auto	None	n
T0055G0002S0444	n?ii3	n?	500	44.19	312	1333	39.54	166	2495	26.8	300	125	38.23	250	44.08	42.35	44.08	250	H2	3.79	5.96	0.11	1.8373	0.11	2.31938	1031	31.77	12.42	15.2807	-17.28268	0.072324477	70	1	0.83	0	None	Auto	None	n
T0055G0002S0444	n?ii3	ii3	313	43.9	150	1402	13.59	1831	2426	17.06	267	94	33.53	219	41.19	43.9	41.19	219	H2	2.47	10.37	2.71	-0.00356	2.71	5.07677	1031	21.01	22.89	24.16163	-24.12641	0.072540449	80	1	0.9	0	None	Auto	None	n
T0055G0002S0445	n??5	n	375	43.59	42	1458	17.26	353	2656	8.31	531	94	29.16	188	36.54	32.43	36.54	188	H2	5.74	14.43	7.05	11.15578	7.05	9.33221	1031	11.21	32.38	34.43788	-28.23227	0.053766631	60	1	2.01	0	None	Auto	None	n
T0055G0002S0445	n??5	??5	406	39	227	1473	16.08	553	2597	12.25	399	94	28.42	188	37.15	32.63	37.15	188	H2	6.62	10.58	1.85	6.37028	1.85	4.0304	969	23.83	15.17	17.04072	-24.89858	0.048942514	240	1	2.07	0	None	Auto	Shallow	n
T0055G0002S0447	n?ii3	n?	375	46.91	103	2304	28.31	260	2855	24.64	361	125	38.58	250	43.05	46.91	43.05	250	H2	0.31	8.33	3.86	0.00179	3.86	6.26794	969	26.94	19.97	21.47198	-18.41267	0.090155293	60	1	2.12	0	None	Auto	None	n
T0055G0002S0447	n?ii3	ii3	344	46.38	118	1320	12.75	1109	2502	21.85	175	125	37.98	250	42.24	46.38	42.24	250	H2	0.07	8.4	4.14	0.00449	4.14	6.6337	938	24.48	21.9	23.4704	-20.38549	0.088805106	60	1	2.18	0	None	Auto	None	n
T0055G0002S0450	l??5	l	469	44.04	141	1164	30.67	207	2438	25.06	188	125	37.34	250	41	42.47	41	250	H2	1.09	6.7	3.04	1.56921	3.04	5.45864	969	29.72	14.32	17.51501	-15.94253	0.069479524	30	1	0.9	0	None	Auto	None	l
T0055G0002S0450	l??5	??5	469	45.52	93	1213	35.87	111	2484	22.02	174	125	34.59	219	38.83	41.79	38.83	219	H2	0.64	10.93	6.69	3.72826	6.69	8.92358	1031	30.48	15.04	18.84697	-16.81343	0.06977808	170	1	0.93	0	None	Auto	None	l
T0055G0002S0450	naa3	n	313	26.27	471	1206	13.27	273	2405	12.7	149	61	2.05	94	21.86	21.3	21.86	94	H2	10.18	24.22	4.41	4.97111	4.41	6.43511	938	10.6	15.67	18.19681	-9.1583	0.064298659	110	1	1.1	0	HighF1Corrected	Auto	LoPitch	n
T0055G0002S0450	naa3	aa3	438	42.63	223	1519	19.04	665	2328	14.58	790	94	27.93	219	37.01	34.75	37.01	219	H2	5.67	14.7	5.62	7.87836	5.62	7.84903	969	24.91	17.72	19.54772	-22.43221	0.060193259	130	1	1.21	0	None	Auto	None	n
T0055G0002S0450	lai2	l	688	40.33	179	1277	35.43	112	2307	23.95	144	94	30.52	188	37.04	32.95	37.04	188	H2	5.31	9.81	3.29	7.38114	3.29	5.3982	1000	30.22	10.11	13.35959	-13.0884	0.049298351	60	1	1.34	0	None	Auto	Shallow	l
T0055G0002S0450	lai2	ai2	594	38.42	107	1357	34.29	85	2270	22.98	137	94	30.79	188	37.88	34.48	37.88	188	H2	5.25	7.63	0.54	3.93876	0.54	2.66889	1000	25.8	12.62	15.32915	-14.89724	0.049008082	110	1	1.4	0	None	Auto	Shallow	l
T0055G0002S0455	l?ii3	l?	375	49.84	46	2289	16.72	628	2725	17.42	830	125	37.52	250	44.18	49.84	44.18	250	H2	0.5	12.32	5.66	0.00061	5.66	8.22801	969	14.65	35.19	36.61773	-26.76266	0.081601101	80	1	1.22	0	None	Auto	None	l
T0055G0002S0455	l?ii3	ii3	344	48.12	66	2088	15.94	1379	2452	20.23	392	125	29.62	219	43.13	48.12	43.13	219	H2	4.26	18.5	4.99	0.00183	4.99	7.56685	938	17.18	30.94	32.27271	-22.90231	0.077032201	120	1	1.3	0	None	Auto	None	l
T0055G0002S0455	l??4	l	406	43.18	26	1699	10.45	809	2595	14.05	259	94	31.97	188	36.79	41.39	36.79	188	H2	0.11	11.21	6.39	1.78624	6.39	8.73088	906	3.69	39.49	40.99858	-22.74469	0.075921318	110	1	1.42	0	None	Auto	None	l
T0055G0002S0455	l??4	??4	469	52.71	45	1269	35.73	101	2737	6.5	531	125	34.22	219	40.97	43.41	40.97	219	H2	2.16	18.49	11.74	9.29767	11.74	14.03021	938	26.85	25.86	28.39929	-34.4669	0.064213527	70	1	1.53	0	None	Auto	None	l
T0055G0002S0457	l??u4	l?	344	30.71	683	1627	8.26	2405	2287	13.44	515	156	37.07	344	30.71	23.1	37.07	156	H1	6.36	-6.36	0	7.61216	-6.36	-4.33908	1000	17.4	13.31	14.69636	-23.6307	0.09211999	120	1	0.44	0	None	Auto	Crash-PulseBegin	l
T0055G0002S0457	l??u4	?u4	469	54.94	88	1432	38.22	227	2515	36.76	63	156	44.12	313	54.33	54.94	54.33	313	H2	4.8	10.82	0.61	0.00027	0.61	3.58077	938	32.71	22.23	24.23061	-17.5746	0.094309017	160	1	0.56	0	None	Auto	None	l
T0055G0002S0457	l??u4	l?	438	47.72	174	1532	24.02	366	2916	13.97	1040	94	32.38	219	37.5	40.36	37.5	219	H2	1.13	15.34	10.22	7.36249	10.22	12.47937	969	27.64	20.08	21.99521	-23.53099	0.08390918	90	1	1.67	0	None	Auto	None	l
T0055G0002S0457	l??u4	?u4	375	52.8	39	1244	22.24	625	2423	20.12	166	125	37.85	250	44.97	52.8	44.97	250	H2	-0.35	14.95	7.83	0.00133	7.83	10.47157	875	21.98	30.82	32.68114	-24.85488	0.087861205	170	1	1.76	0	None	Auto	None	l
T0055G0002S0458	l?oo4	l?	438	45.99	142	1125	27.61	907	2619	4.67	351	125	31.68	219	39.11	41.09	39.11	219	H2	2.72	14.31	6.88	4.89523	6.88	9.14256	1000	27.61	18.38	20.12318	-34.43814	0.10354056	50	1	1.04	0	None	Auto	None	l
T0055G0002S0458	l?oo4	oo4	469	50.96	72	914	33.27	264	2551	8.86	426	125	35.52	250	40.97	44.02	40.97	250	H2	1.2	15.44	9.99	6.94236	9.99	12.4293	969	32.27	18.69	22.17058	-32.10615	0.102122501	90	1	1.09	0	None	Auto	None	l
T0055G0002S0459	l??5	l	375	33.96	456	1175	23.84	278	2607	13.57	197	94	30.03	188	34.32	22.58	34.32	188	H2	8.02	3.93	-0.36	11.37652	-0.36	1.74516	969	18.25	15.71	18.58322	-20.74933	0.05992116	40	1	1.68	0	None	Auto	None	l
T0055G0002S0459	l??5	??5	688	34.86	302	1484	27.62	398	2663	18.24	346	94	34.17	188	34.85	29.77	34.85	188	H2	2.88	0.69	0.01	5.09185	0.01	2.1027	875	26.98	7.88	10.39608	-16.60518	0.049294377	70	1	1.72	0	None	Auto	None	l
T0055G0002S0463	n?ii3	n?	406	53.85	80	1653	25.87	473	2713	20.08	617	125	42.41	281	50.15	53.85	50.15	281	H2	2.02	11.44	3.7	0.00218	3.7	6.47849	969	31.56	22.29	23.98715	-30.07435	0.072631204	100	1	0.77	0	None	Auto	None	n
T0055G0002S0463	n?ii3	ii3	344	48.1	82	1295	14.3	1255	2663	8.03	427	125	34.35	219	43.53	48.1	43.53	219	H2	2.3	13.75	4.57	0.00106	4.57	7.03927	1000	22.83	25.27	26.69853	-35.49776	0.077448056	80	1	0.87	0	None	Auto	None	n
T0055G0002S0463	lai2	l	625	50.34	72	1352	40.74	98	2467	23.06	376	94	31.55	219	41.92	37.83	41.92	219	H2	7.23	18.79	8.42	12.50942	8.42	10.57558	875	35.97	14.37	17.26239	-18.86231	0.062834613	70	1	1.94	0	None	Auto	None	l
T0055G0002S0463	lai2	ai2	656	42.72	97	1407	35.54	134	2556	13.64	750	94	31.03	188	35.95	35.31	35.95	188	H2	2.78	11.69	6.77	7.40574	6.77	8.86854	875	32.47	10.25	13.39372	-22.306	0.058685262	150	1	2.01	0	None	Auto	None	l
T0055G0002S0465	n??5	n	656	37.32	204	1320	32.71	169	2669	13.39	569	94	32.25	188	36.04	34.97	36.04	188	H2	2.43	5.07	1.28	2.35403	1.28	3.39221	875	31.92	5.4	8.12484	-22.65045	0.063245073	80	1	2	0	None	Auto	None	n
T0055G0002S0465	n??5	??5	406	38.27	341	1639	19.05	611	2663	13.91	529	94	32.28	219	35.2	37.8	35.2	219	H2	0.15	5.99	3.07	0.47007	3.07	5.25908	1031	22.98	15.29	17.05206	-21.29268	0.054585644	240	1	2.08	0	None	Auto	None	n
T0055G0002S0470	l?ii3	l?	406	48.08	106	1339	38.01	143	2217	26.32	230	125	41.39	250	39.28	48.08	41.39	125	H1	2.11	6.69	8.8	0.00295	6.69	8.76598	938	28.45	19.63	21.94186	-15.07159	0.044592068	70	1	0.61	0	None	Auto	None	l
T0055G0002S0470	l?ii3	ii3	469	47.73	57	1853	29.75	440	2344	33.52	159	125	32.83	250	39.54	46.24	39.54	250	H2	0.003	14.9	8.19	1.48563	8.19	10.65101	875	14.24	33.49	35.11399	-6.0238	0.046550425	90	1	0.68	0	None	Auto	None	l
T0055G0002S0473	n??2n	n?_1	406	45.08	224	1692	28.31	629	2421	31.76	230	125	40.81	281	44.75	45.08	44.75	281	H2	1.81	4.27	0.33	0.00179	0.33	2.71155	969	26.66	18.42	20.18744	-12.98962	0.065788033	50	1	0.67	0	None	Auto	None	n
T0055G0002S0473	n??2n	?2	375	48.96	193	2112	33.87	1161	2535	42	180	125	39.54	250	44.01	48.96	44.01	250	H2	-0.24	9.42	4.95	-0.00079	4.95	7.25265	1031	31.84	17.12	18.64201	-2.00561	0.082543953	90	1	0.72	0	None	Auto	None	n
T0055G0002S0473	n??2n	n?	469	44.98	134	1586	33.92	165	2592	18.24	432	94	32.72	188	36.89	32.42	36.89	188	H2	4.32	12.26	8.09	12.5561	8.09	10.22754	1031	28.7	16.28	18.40449	-18.6511	0.095183153	50	1	1.51	0	None	Auto	None	n
T0055G0002S0473	n??2n	?2	469	44.36	261	1102	26.49	760	2749	16.92	439	94	30.76	188	39.48	33.31	39.48	188	H2	7.45	13.6	4.88	11.05083	4.88	7.00599	875	26.61	17.75	19.94089	-22.56373	0.093352775	80	1	1.56	0	None	Auto	None	n
T0055G0002S0475	lai2	l_0	438	48.35	43	1391	29.01	134	2540	18.33	183	94	36.96	219	41.01	41.09	41.01	219	H2	1.98	11.39	7.34	7.26418	7.34	9.70396	938	23.85	24.5	26.58864	-22.67835	0.065558651	40	1	0.8	0	None	Auto	None	l
T0055G0002S0475	lai2	ai2	625	45.05	79	1443	35.67	99	2685	25.72	189	94	30.85	219	36.53	33.79	36.53	219	H2	4.21	14.2	8.52	11.25568	8.52	10.67093	938	34.16	10.89	13.51881	-10.80926	0.066975087	130	1	0.84	0	None	Auto	None	l
T0055G0002S0476	l?ii4	l?	344	45.08	226	1323	29.82	349	2466	24.95	104	125	37.99	250	40.94	45.08	40.94	250	H2	-0.59	7.09	4.14	0.00232	4.14	6.52921	969	24.21	20.87	23.08558	-15.9876	0.087655014	40	1	1.25	0	None	Auto	None	l
T0055G0002S0476	l?ii4	ii4	375	49.01	48	1882	32.44	204	2492	28.51	265	125	37.97	250	42.55	49.01	42.55	250	H2	-0.94	11.04	6.46	-0.00383	6.46	9.10077	875	19.83	29.18	30.71774	-14.04145	0.080361014	110	1	1.29	0	None	Auto	None	l
T0055G0002S0476	l??5	l	688	36.44	508	1568	39.09	134	2285	21.71	848	94	29.12	188	35.66	35.08	35.66	188	H2	3.56	7.32	0.78	1.35736	0.78	2.84701	875	28.41	8.03	10.51109	-13.9547	0.05447669	50	1	4.2	0	None	Auto	None	l
T0055G0002S0476	l??5	??5	438	40.64	78	1486	25.55	106	2476	19.13	303	94	24.27	188	34.67	32.93	34.67	188	H2	6.07	16.37	5.97	7.71265	5.97	8.16497	969	7.84	32.8	34.85379	-15.53863	0.053904086	60	1	4.25	0	None	Auto	None	l
T0055G0002S0477	lai2	l	469	43.66	434	1354	28.34	430	2660	23.41	282	125	36.65	219	39.82	41.2	39.82	219	H2	0.9	7.01	3.84	2.45725	3.84	5.97317	938	31.36	12.3	14.52918	-16.40989	0.110083251	40	1	1.54	0	None	Auto	None	l
T0055G0002S0477	lai2	ai2	625	45.98	225	1467	40.9	120	2203	26.14	460	94	31.96	219	37.04	36.53	37.04	219	H2	2.8	14.02	8.94	9.45065	8.94	11.08928	938	35.08	10.9	13.33269	-10.90184	0.108831056	120	1	1.58	0	None	Auto	None	l
T0055G0002S0480	n?ii3	n?	813	15.27	308	1843	7.23	1250	2535	-29.15	1079	250	-27.08	375	16.05	-19.2	-27.08	250	H1	39.2	42.35	-0.78	34.47472	42.35	44.43319	1031	-23.63	38.9	42.68635	-2.065	0.010064142	30	1	0	0	None	Auto	Shallow	n
T0055G0002S0480	n?ii3	ii3	813	15.27	308	1843	7.23	1250	2535	-29.15	1079	250	-27.08	375	16.05	-19.2	-27.08	250	H1	39.2	42.35	-0.78	34.47472	42.35	44.43319	1031	-23.63	38.9	42.68635	-2.065	0.01573727	30	1	0.03	0	None	Auto	Shallow	n
T0055G0002S0480	lai2	l_0	375	44.36	200	1453	35.7	73	2377	24.04	217	125	39.07	250	40.62	44.36	40.62	250	H2	-1.09	5.29	3.74	-0.00165	3.74	6.0888	875	23.57	20.79	22.76117	-16.58096	0.05981816	50	1	3.13	0	None	Auto	None	l
T0055G0002S0480	lai2	ai2	656	47.18	179	1552	45.57	72	2473	31.34	226	125	31.17	219	41.06	40.41	41.06	219	H2	5.27	16.01	6.12	6.76627	6.12	8.2441	875	39.14	8.04	11.06221	-9.71907	0.059326827	130	1	3.18	0	None	Auto	None	l
T0055G0002S0480	n?ii3	n?	469	44.82	195	1789	39.25	76	2633	21.13	607	125	35.89	219	39.6	40.65	39.6	219	H2	1.33	8.93	5.22	4.16822	5.22	7.36716	906	25.57	19.25	21.42689	-18.47338	0.059516269	80	1	3.31	0	None	Auto	None	n
T0055G0002S0480	n?ii3	ii3	344	43.74	110	1657	18.84	357	2861	15.74	403	125	32.32	219	40.45	43.74	40.45	219	H2	2.42	11.42	3.29	-0.00489	3.29	5.63272	906	22.27	21.47	23.16164	-24.71131	0.056951272	130	1	3.39	0	None	Auto	None	n
T0055G0002S0482	n?2n	n_0	375	45.18	125	1668	27.46	202	2604	30.22	109	125	39.49	250	40.23	45.18	40.23	250	H2	-2.1	5.69	4.95	0.0009	4.95	7.45417	906	23.61	21.57	23.25619	-10.01387	0.080164866	30	1	0.91	0	None	Auto	None	n
T0055G0002S0482	n?2n	?2	375	45.85	268	1656	28.95	262	2643	26.99	269	125	38.14	250	39.21	45.85	39.21	250	H2	-2.79	7.71	6.64	-0.00387	6.64	8.95694	969	23.44	22.41	24.18521	-12.21516	0.081354039	120	1	0.94	0	None	Auto	None	n
T0055G0002S0482	lai2	l	563	45.75	85	1313	34.12	135	2322	11.81	1374	94	29.43	188	34.13	31.42	34.13	188	H2	3.7	16.32	11.62	14.33324	11.62	13.75079	938	32.35	13.4	16.07516	-22.31683	0.06131391	60	1	4.27	0	None	Auto	None	l
T0055G0002S0482	lai2	ai2	625	37.08	86	1414	27.3	157	2389	13.35	567	94	26.52	188	34.39	26.52	34.39	188	H2	7.87	10.56	2.69	10.55507	2.69	4.81764	1000	11.85	25.23	27.74151	-21.03726	0.056091387	140	1	4.33	0	None	Auto	None	l
T0055G0002S0483	n?ii3	n?_1	375	35.82	387	1353	20.82	795	2387	15.61	410	94	29.94	188	40.22	36.48	40.22	188	H2	7.01	5.88	-4.4	-0.65847	-4.4	-2.28944	875	24.72	11.1	13.0059	-24.61114	0.056469469	50	1	2.49	0	None	Auto	None	n
T0055G0002S0483	n?ii3	ii3	344	40.26	275	1310	16.55	378	2691	9.02	608	94	26.92	188	39.34	27.82	39.34	188	H2	11.97	13.34	0.92	12.44003	0.92	3.1089	906	20.34	19.92	21.95436	-30.32144	0.056031323	50	1	2.54	0	None	Auto	None	n
T0055G0002S0484	n?2?	n_0	313	38.41	79	1517	18.9	240	2708	12.81	298	94	31.08	219	31.49	38.41	31.49	219	H2	-3.26	7.33	6.92	0.0002	6.92	9.31717	938	11.1	27.31	29.14272	-18.67586	0.055413914	80	1	2.76	0	None	Auto	None	n
T0055G0002S0484	n?2?	?2	406	37.12	370	1602	18.03	491	2871	4.87	565	94	31.44	219	33.4	40.72	33.4	219	H2	-2.68	5.68	3.72	-3.59879	3.72	5.87541	1031	23.64	13.48	15.40774	-28.53455	0.053450823	80	1	2.84	0	None	Auto	None	n
T0055G0002S0486	l??5	l_0	469	49.15	49	1290	33.8	89	2474	13.8	354	125	36.92	250	40.11	45.52	40.11	250	H2	-1.12	12.23	9.04	3.62725	9.04	11.52347	938	23.8	25.35	27.75162	-26.30961	0.064977662	60	1	0.95	0	None	Auto	None	l
T0055G0002S0486	l??5	??5	719	48.84	96	1326	45.74	72	2810	15.37	3868	125	35.83	250	38.34	42.9	38.34	250	H2	-1.03	13.01	10.5	5.93601	10.5	12.67902	938	35.21	13.63	16.88709	-22.9743	0.072860404	230	1	1.01	0	None	Auto	None	l
T0055G0002S0487	n?ii3	n?_0	438	44.15	94	1976	14.61	881	2672	28.23	154	156	43.25	281	43.66	44.15	43.66	281	H2	-0.04	0.9	0.49	-0.00456	0.49	3.16785	875	11.37	32.78	34.3068	-15.43368	0.065617392	90	1	1.15	0	None	Auto	None	n
T0055G0002S0487	n?ii3	ii3	375	45.77	89	1802	22.44	386	2732	25.19	234	125	39.98	250	40.27	45.77	40.27	250	H2	-2.61	5.79	5.5	0.0018	5.5	7.97461	1000	13.31	32.46	34.1163	-15.08429	0.070426107	130	1	1.24	0	None	Auto	None	n
T0055G0002S0487	la4?	l	500	52.8	56	1230	38.84	115	2301	32.58	48	125	38.77	250	41.74	43.54	41.74	250	H2	0.58	14.03	11.06	9.26018	11.06	13.40418	1031	35.84	16.96	20.52721	-9.16031	0.081168577	70	1	2.18	0	None	Auto	None	l
T0055G0002S0487	la4?	a4	781	42.44	383	1247	37.63	700	2642	31.71	311	125	37.42	250	38.36	42.79	38.36	250	H2	-1.75	5.02	4.08	-0.34692	4.08	6.22363	1031	41.09	1.35	3.91366	-6.64924	0.077818417	50	1	2.25	0	None	Auto	None	l
T0055G0002S0488	n?2n	n	500	53.23	78	1437	41.07	117	2901	22.2	808	125	41.44	250	44.9	46.84	44.9	250	H2	0.76	11.79	8.33	6.38761	8.33	10.64741	875	31.59	21.64	23.78321	-22.69893	0.092049991	50	1	2.95	0	None	Auto	None	n
T0055G0002S0488	n?2n	?2	375	45.58	177	1728	24.49	652	2518	22.72	456	125	39	250	40.95	45.58	40.95	250	H2	-1.34	6.58	4.63	0.00375	4.63	6.95149	906	27.64	17.94	19.67139	-18.22501	0.08469067	130	1	3	0	None	Auto	None	n
T0055G0002S0489	l?ee4	l?	563	49.38	121	1275	40.75	143	2381	28.34	200	125	30.19	219	37.31	37.2	37.31	219	H2	3.62	19.19	12.07	12.17947	12.07	14.27802	875	32.73	16.65	19.17293	-8.97367	0.06357698	90	1	1.96	0	None	Auto	None	l
